Timestamp (ms),Date & Time,Machine Id,Alert ID,Value,Alert Name,Flag
1733296262423,2024-12-04 12:41:02.423959,66e03c39431bd909598197d54,b8eb872a-38d0-4ff2-98bf-2b957e61a007,"B: 2.57, Y: 3.78, R: 2.69",Voltage imbalance ,yellow
1733296886008,2024-12-04 12:51:26.008455,66e03c39431bd909598197d54,b8eb872a-38d0-4ff2-98bf-2b957e61a007,"B: 2.55, Y: 3.7, R: 2.66",Voltage imbalance ,yellow
1733304074465,2024-12-04 14:51:14.465852,66e03c39431bd909598197d54,b8eb872a-38d0-4ff2-98bf-2b957e61a007,"B: 0.58, Y: 3.78, R: 2",Current imbalance ,yellow
1733304431119,2024-12-04 14:57:11.119185,66e03c39431bd909598197d54,b8eb872a-38d0-4ff2-98bf-2b957e61a007,"B: 0.6, Y: 3.22, R: 2.05",Current imbalance ,yellow
1733304813794,2024-12-04 15:03:33.794707,66e03c39431bd909598197d54,b8eb872a-38d0-4ff2-98bf-2b957e61a007,"B: 0.59, Y: 3.22, R: 1.9",Current imbalance ,yellow
1733305889259,2024-12-04 15:21:29.259670,66e03c39431bd909598197d54,b8eb872a-38d0-4ff2-98bf-2b957e61a007,"B: 0.56, Y: 4.68, R: 1.81",Current imbalance ,yellow
1733306691736,2024-12-04 15:34:51.736194,66e03c39431bd909598197d54,b8eb872a-38d0-4ff2-98bf-2b957e61a007,"B: 0.57, Y: 4.05, R: 1.86",Current imbalance ,yellow
1733307185691,2024-12-04 15:43:05.691254,66e03c39431bd909598197d54,b8eb872a-38d0-4ff2-98bf-2b957e61a007,"B: 0.55, Y: 3.41, R: 1.59",Current imbalance ,yellow
1733307240555,2024-12-04 15:44:00.555901,66e03c39431bd909598197d54,b8eb872a-38d0-4ff2-98bf-2b957e61a007,"B: 0.56, Y: 3.44, R: 1.6",Current imbalance ,yellow
1733308522970,2024-12-04 16:05:22.970089,66e03c39431bd909598197d54,b8eb872a-38d0-4ff2-98bf-2b957e61a007,"B: 0.56, Y: 4.79, R: 1.4",Current imbalance ,yellow
1733317466949,2024-12-04 18:34:26.949986,66e03c39431bd909598197d54,b8eb872a-38d0-4ff2-98bf-2b957e61a007,"B: 0.54, Y: 3.01, R: 1.78",Current imbalance ,yellow
1733317659084,2024-12-04 18:37:39.084856,66e03c39431bd909598197d54,b8eb872a-38d0-4ff2-98bf-2b957e61a007,"B: 0.57, Y: 2.97, R: 1.68",Current imbalance ,yellow
1733462171665,2024-12-06 10:46:11.665697,66e03c39431bd909598197d54,b8eb872a-38d0-4ff2-98bf-2b957e61a007,"B: 0.61, Y: 2.73, R: 1.26",Current imbalance ,yellow
1733467825075,2024-12-06 12:20:25.075629,66e03c39431bd909598197d54,b8eb872a-38d0-4ff2-98bf-2b957e61a009,"LN_phase: 250.77, BR_phase: 433.56, YB_phase: 434.77, RY_phase: 434.62",Healthy current,yellow
1733467953115,2024-12-06 12:22:33.115184,66e03c39431bd909598197d54,b8eb872a-38d0-4ff2-98bf-2b957e61a009,"LN_phase: 249.97, BR_phase: 433.09, YB_phase: 432.85, RY_phase: 432.88",Voltage is unstable,yellow
1733468062872,2024-12-06 12:24:22.872576,66e03c39431bd909598197d54,b8eb872a-38d0-4ff2-98bf-2b957e61a009,"LN_phase: 250.34, BR_phase: 433.19, YB_phase: 433.92, RY_phase: 433.57",Voltage is unstable,yellow
1733468117764,2024-12-06 12:25:17.764280,66e03c39431bd909598197d54,b8eb872a-38d0-4ff2-98bf-2b957e61a009,"LN_phase: 250.8, BR_phase: 434.11, YB_phase: 434.9, RY_phase: 433.87",Voltage is unstable,yellow
1733468248774,2024-12-06 12:27:28.774118,66e03c39431bd909598197d54,b8eb872a-38d0-4ff2-98bf-2b957e61a009,"LN_phase: 252.71, BR_phase: 437.66, YB_phase: 437.68, RY_phase: 437.58",Voltage is unstable,yellow
